     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3        descriptor_4
        50    0.9030000000E+00    0.5153806540E+00    0.3088482788E+01    0.5467798959E-01   -0.2273438028E+01   -0.5518241961E+00
        51    0.4680000000E+00    0.5813272864E+00    0.3128533465E+01    0.6931964741E-01   -0.7543417061E+01    0.1675123791E+00
        52    0.6690000000E+00    0.7452847121E+00    0.3275470891E+01    0.6253020006E-01    0.5676534165E+01    0.1440364746E+01
        53    0.3390000000E+00    0.6871899791E+00    0.3308128803E+01    0.6755796869E-01    0.6149592900E+01    0.9400605734E+00
        54    0.2338000000E+01    0.2394581167E+01    0.3961019901E+01    0.7997117975E-01    0.6142648588E+00    0.4500272560E+01
        55    0.7600000000E-01    0.1019693687E+00    0.3026945773E+01    0.7167703887E-01    0.9558455564E+00    0.4825762055E+00
        56    0.1969000000E+01    0.2137582847E+01    0.3958917765E+01    0.7941580641E-01   -0.5473969346E+00    0.7730839023E+00
        57    0.1195000000E+01    0.1058297741E+01    0.3435879022E+01    0.7983104334E-01    0.7030702689E+00    0.2501290506E+01
        58    0.1712000000E+01    0.1625001804E+01    0.3724282722E+01    0.7482767610E-01    0.3325993618E+00    0.3540119014E+00
        59   -0.2080000000E+00   -0.3825057159E+00    0.2961898579E+01    0.8639130760E-01    0.5496022085E+01    0.7300045818E+00
        60    0.1060000000E+00    0.2129784041E+00    0.3108722978E+01    0.6043832112E-01    0.1079098501E+02    0.8463473408E+00
        61    0.7650000000E+00    0.8631771442E+00    0.3222568444E+01    0.5998956479E-01   -0.4683708279E+01    0.2363267732E+00
        62    0.2223000000E+01    0.2339386683E+01    0.3932655972E+01    0.5931285565E-01    0.3334219485E+00    0.4064120648E+00
        63    0.1937000000E+01    0.1763408777E+01    0.3445797502E+01    0.4108873527E-01   -0.8648304674E+01    0.1349352703E+00
        64    0.2023000000E+01    0.2038178116E+01    0.3938721509E+01    0.8168086533E-01   -0.7591880118E+00    0.4606450936E+00
        65    0.2779000000E+01    0.2542221644E+01    0.3921886660E+01    0.5002501081E-01   -0.2998264432E+01    0.2529736508E+00
        66    0.2145000000E+01    0.1930795043E+01    0.3789268534E+01    0.7432630281E-01    0.1053514343E+01    0.2542221256E+01
        67    0.4390000000E+00    0.4058457521E+00    0.3018260073E+01    0.6380143614E-01   -0.6193177692E+01    0.4682216324E+00
        68    0.4580000000E+00    0.5924460122E+00    0.2983214330E+01    0.6012080495E-01   -0.1453690518E+02    0.1219860317E+00
        69    0.2500000000E+00   -0.2576376593E-01    0.2952100665E+01    0.7625644064E-01   -0.4088137714E+01    0.9949696621E-01
        70    0.1890000000E+01    0.2175480504E+01    0.3956118681E+01    0.7789551176E-01   -0.1397059493E+01    0.7283284265E+00
        71    0.1056000000E+01    0.9667217831E+00    0.3415463814E+01    0.7546770921E-01   -0.1189363222E+01    0.3780245861E+00
        72    0.7550000000E+00    0.6469611553E+00    0.3229116450E+01    0.6330261732E-01    0.1668022794E+01    0.2334522050E+00
        73    0.8170000000E+00    0.9218331182E+00    0.3431654015E+01    0.7833502630E-01    0.1978529717E+00    0.4121756879E+00
        74    0.2464000000E+01    0.2426601305E+01    0.3925313372E+01    0.5172928543E-01    0.4665774246E+00    0.2646000151E+00
        75    0.8670000000E+00    0.8149301076E+00    0.3097926319E+01    0.6271420722E-01   -0.1420700172E+02    0.3112532671E+00
        76    0.1179000000E+01    0.1205057658E+01    0.3088278854E+01    0.4470065804E-01   -0.1936431463E+02    0.1182898810E+00
        77    0.3370000000E+00    0.1988418166E+00    0.3116635563E+01    0.7572856421E-01    0.1936525649E+01    0.3123370954E+00
        78    0.4110000000E+00    0.2465223064E+00    0.2983927090E+01    0.6699054547E-01   -0.5996894836E+01    0.1272270774E+00
        79    0.1160000000E+01    0.1166652911E+01    0.3087667369E+01    0.4619630592E-01   -0.1887580497E+02    0.1197810380E+00
        80    0.1632000000E+01    0.1431247903E+01    0.3315106585E+01    0.4781895337E-01   -0.1079226485E+02    0.2112969502E+00
        81    0.3950000000E+00    0.2036180699E+00    0.3113203910E+01    0.7486089382E-01    0.1957884196E+01    0.3060842396E+00
        82    0.5710000000E+00    0.4610462862E+00    0.3109998834E+01    0.7117093743E-01   -0.5391282042E+01    0.3055006397E+00
        83    0.1231000000E+01    0.1305038200E+01    0.3567118073E+01    0.7419283625E-01   -0.1081905737E+01    0.1378425568E+00
        84    0.1139000000E+01    0.1178427574E+01    0.3084008387E+01    0.4671687149E-01   -0.1986266000E+02    0.1240745416E+00
        85    0.2058000000E+01    0.2168080908E+01    0.3955769098E+01    0.7856788605E-01   -0.1421620000E+01    0.7690673852E+00
        86    0.8870000000E+00    0.8191198763E+00    0.3027616847E+01    0.5371636105E-01   -0.1548041936E+02    0.1256445676E+00
        87    0.2479000000E+01    0.2484544053E+01    0.3925313372E+01    0.5110346652E-01   -0.1253922616E+01    0.2608581967E+00
        88    0.2347000000E+01    0.2368579558E+01    0.3929556422E+01    0.5923926642E-01   -0.9263871994E+00    0.4003390461E+00
        89    0.1319000000E+01    0.1251967363E+01    0.3571882494E+01    0.7565154425E-01    0.3962789395E+00    0.1464560237E+00
        90    0.8600000000E+00    0.9413979269E+00    0.3423837709E+01    0.7717433627E-01   -0.5110172142E+00    0.3993465962E+00
        91   -0.7100000000E-01    0.1855539921E-01    0.2948197011E+01    0.8029784151E-01   -0.8258452007E+01    0.8497750580E-01
        92    0.4530000000E+00    0.4637022731E+00    0.3035936508E+01    0.6283459859E-01   -0.6297520404E+01    0.4698482938E+00
        93   -0.6800000000E-01    0.1484155400E+00    0.3049797026E+01    0.7217654655E-01    0.9149098267E+00    0.5057489955E+00
        94    0.6930000000E+00    0.7758224479E+00    0.3101298027E+01    0.6445232025E-01   -0.1354333466E+02    0.3011097454E+00
        95    0.7990000000E+00    0.7848535826E+00    0.3092777531E+01    0.5201366446E-01   -0.8147749413E+01    0.1175443026E+00
        96    0.1131000000E+01    0.1364299166E+01    0.3572180771E+01    0.7305994377E-01   -0.2187369753E+01    0.1257899297E+00
        97    0.3180000000E+00    0.3046057768E+00    0.3033326589E+01    0.7052694089E-01    0.3498671609E+01    0.3553041752E+01
        98    0.1782000000E+01    0.1440071507E+01    0.3463458939E+01    0.4633423688E-01   -0.9423252281E+00   -0.6763737316E+00
        99    0.5400000000E-01    0.1931896023E+00    0.3096889293E+01    0.5910179295E-01    0.1136072119E+02    0.8705370526E+00
       100   -0.4800000000E-01    0.2111554698E+00    0.3109141290E+01    0.6012916829E-01    0.1097872788E+02    0.8170258534E+00
       101    0.1730000000E+01    0.1730750427E+01    0.3686372026E+01    0.7839061627E-01   -0.1703667846E+00    0.3303336574E+01
       102    0.6020000000E+00    0.4104696995E+00    0.3032554457E+01    0.6422194864E-01   -0.6403506736E+01    0.1280992926E+00
       103    0.8210000000E+00    0.9323140835E+00    0.3221638835E+01    0.5621848057E-01   -0.5412685431E+01    0.1311296739E+00
       104    0.1418000000E+01    0.1741268278E+01    0.3456637916E+01    0.4121754093E-01   -0.7072550256E+01    0.1339234119E+00
       105    0.1268000000E+01    0.1294545718E+01    0.3473618856E+01    0.5402894651E-01    0.5261348908E+01    0.9319110590E+00
       106    0.2580000000E+01    0.2416704058E+01    0.3924745568E+01    0.5780488252E-01   -0.2269530486E+01    0.3833628401E+00
       107    0.4030000000E+00    0.4439951422E+00    0.3037600481E+01    0.6411728998E-01   -0.6172993533E+01    0.4714749551E+00
       108    0.2000000000E+00    0.2345732658E+00    0.3021538626E+01    0.6865955940E-01   -0.2525639829E+01    0.4762693255E+00
       109    0.7990000000E+00    0.8190213878E+00    0.3096245462E+01    0.6235480559E-01   -0.1427681487E+02    0.3147548663E+00
       110    0.8730000000E+00    0.9294338776E+00    0.3404763619E+01    0.7567250726E-01   -0.5536231911E+00    0.4773977132E+00
       111    0.1713000000E+01    0.1714445644E+01    0.3713747878E+01    0.7208051953E-01   -0.2279893623E+01    0.3102130870E+00
       112    0.1108000000E+01    0.9721935777E+00    0.3403283355E+01    0.7432092252E-01   -0.1406523277E+01    0.4891203331E+00
       113    0.2252000000E+01    0.2262514956E+01    0.3942747076E+01    0.6601415034E-01    0.2739631415E+00    0.4524106201E+00
       114    0.5090000000E+00    0.4215504478E+00    0.3101022051E+01    0.5640771350E-01    0.2981951655E+01    0.1217863870E+00
