     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3        descriptor_4
       144    0.7620000000E+00    0.8922045850E+00   -0.2367637557E+00   -0.9380408127E+00    0.9305732343E+00    0.2016855849E-01
       145    0.3470000000E+00    0.5475043632E+00   -0.4445521511E+00   -0.1950888395E+01    0.9821109998E+00    0.5079894038E+01
       146    0.9470000000E+00    0.1024580072E+01   -0.2507615229E+00   -0.6796957000E+00    0.5874394456E+00    0.4271070806E-02
       147    0.6340000000E+00    0.7398383641E+00   -0.4448901602E+00   -0.1950888395E+01    0.7708122032E+00    0.7937334434E-01
       148    0.2047000000E+01    0.2072724406E+01   -0.2680281854E+01   -0.7516481350E+00    0.8601713726E+00    0.3225222202E+00
       149    0.2535000000E+01    0.2478542150E+01   -0.3597401767E+01   -0.1003656699E+01    0.6031675361E+00    0.6029459463E-01
       150    0.7720000000E+00    0.9979738931E+00   -0.2165157161E+00   -0.6763314875E+00    0.6600082422E+00    0.4890245906E-03
       151    0.1088000000E+01    0.1036862377E+01   -0.4549162476E+00   -0.8813941299E+00    0.7529340548E+00    0.2833933478E-01
       152    0.1100000000E+01    0.1060145086E+01   -0.2353390722E+00   -0.4776155350E+00    0.6600082422E+00    0.7837589302E-03
       153    0.6420000000E+00    0.6752647287E+00   -0.1438704053E+00   -0.1565094735E+01    0.9651268068E+00    0.8530504750E-02
       154    0.1341000000E+01    0.1357061747E+01   -0.5497023017E+00   -0.8786389436E+00   -0.9542588778E+00    0.1010152274E+00
       155    0.8700000000E+00    0.1053341698E+01   -0.2429514954E+00   -0.5159642276E+00    0.6600082422E+00    0.6767815913E-03
       156    0.2335000000E+01    0.2427869284E+01   -0.4083826660E+01   -0.1864427386E+01    0.7529163151E+00    0.6698172626E+00
       157    0.7250000000E+00    0.8709922128E+00   -0.2667475375E+00   -0.1175192173E+01    0.7529340548E+00    0.2492952055E-01
       158    0.8650000000E+00    0.9363630013E+00   -0.5370093430E+00   -0.1376208092E+01    0.7708122032E+00    0.1016028083E+00
       159    0.1037000000E+01    0.9912353788E+00   -0.2708119497E+00   -0.6270598911E+00    0.9305732343E+00    0.3280262325E-01
       160    0.9470000000E+00    0.8792572078E+00   -0.5009568762E+00   -0.1527439751E+01    0.7708122032E+00    0.9368068788E-01
       161    0.7430000000E+00    0.7571757311E+00   -0.2078827165E+00   -0.1492758423E+01    0.7647274409E+00    0.6457790956E-03
       162    0.1040000000E+01    0.1062950609E+01   -0.6358055357E+00   -0.1073744775E+01    0.7708122032E+00    0.1158653848E+00
       163    0.2451000000E+01    0.2351407724E+01   -0.3731879373E+01   -0.9467692743E+00    0.9621903702E+00    0.4690541915E+01
       164    0.2145000000E+01    0.2197193998E+01   -0.3367396585E+01   -0.1113368160E+01    0.9621903702E+00    0.2822195011E+01
       165    0.2372000000E+01    0.2529026210E+01   -0.4056443320E+01   -0.1420822250E+01    0.7529163151E+00    0.8473464447E+00
       166    0.9760000000E+00    0.9962866644E+00   -0.2755819825E+00   -0.6168637953E+00    0.9305732343E+00    0.2950595877E-01
       167    0.8380000000E+00    0.8823768973E+00   -0.5236735655E+00   -0.1263609522E+01    0.9724521574E+00    0.1537453413E+01
       168    0.8640000000E+00    0.1016682359E+01   -0.2598921690E+00   -0.6474520827E+00    0.7154842485E+00    0.2494989986E-02
       169    0.1478000000E+01    0.1427268577E+01   -0.6153345378E+00   -0.7180275238E+00   -0.9542588778E+00    0.2066745228E+00
       170    0.7710000000E+00    0.9217672530E+00   -0.1709227752E+00   -0.7460563832E+00    0.8825437380E+00    0.5213845900E-02
       171    0.7530000000E+00    0.7940476231E+00   -0.1612003172E+00   -0.1223531495E+01    0.6813765137E+00    0.8756949296E+00
       172    0.1098000000E+01    0.1065393371E+01   -0.4081853222E+00   -0.7725385229E+00    0.6192323651E+00    0.5874016477E-01
       173    0.7140000000E+00    0.7805963220E+00   -0.1610371589E+00   -0.1223531495E+01    0.9305732343E+00    0.1359984973E-01
       174    0.1856000000E+01    0.1913514812E+01   -0.2354632199E+01   -0.8166053812E+00    0.8689088294E+00    0.2927065856E-02
       175    0.8970000000E+00    0.1015284106E+01   -0.2628244393E+00   -0.6576481785E+00    0.7154842485E+00    0.2746388467E-02
       176    0.8540000000E+00    0.9553846307E+00   -0.1191632934E+00   -0.7085797933E+00    0.5920381765E+00    0.1084659428E-02
