     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3
        94    0.2428000000E+01    0.2601169521E+01   -0.4448343652E+01   -0.1806565847E+01    0.7529163151E+00
        95    0.1348000000E+01    0.1181646799E+01   -0.6029215973E+00   -0.6527651085E+00    0.6192323651E+00
        96    0.7660000000E+00    0.1086793271E+01   -0.6965645332E+00   -0.9073899511E+00    0.9821109998E+00
        97    0.9800000000E+00    0.9514116321E+00   -0.2192516898E+00   -0.8631056508E+00    0.5874394456E+00
        98    0.8790000000E+00    0.1019128771E+01   -0.2268893571E+00   -0.5891753680E+00    0.6600082422E+00
        99    0.2251000000E+01    0.2026875042E+01   -0.2880851986E+01   -0.1285811991E+01    0.7529163151E+00
       100    0.1058000000E+01    0.1076912993E+01   -0.4709551216E+00   -0.8084705472E+00    0.6192323651E+00
       101    0.2335000000E+01    0.2299645265E+01   -0.3974773718E+01   -0.2102302605E+01    0.7529163151E+00
       102    0.8790000000E+00    0.8829995512E+00   -0.2177969093E+00   -0.8819622858E+00    0.9305732343E+00
       103    0.9340000000E+00    0.1001284940E+01   -0.6152941548E+00   -0.1270101242E+01    0.6831245235E+00
       104    0.9420000000E+00    0.9366990009E+00   -0.2998854590E+00   -0.1046515602E+01    0.5874394456E+00
       105    0.6650000000E+00    0.6011475178E+00   -0.1636112679E+00   -0.1768951612E+01    0.9651268068E+00
       106    0.7100000000E+00    0.7687340768E+00   -0.1510590333E+00   -0.1177649064E+01    0.9305732343E+00
       107    0.2799000000E+01    0.2736558346E+01   -0.4230311199E+01   -0.1068670898E+01    0.6031675361E+00
       108    0.1413000000E+01    0.1545801078E+01   -0.8732410917E+00   -0.8172286949E+00   -0.9542588778E+00
       109    0.2039000000E+01    0.2061942321E+01   -0.2663898204E+01   -0.7392753262E+00    0.8601713726E+00
       110    0.1785000000E+01    0.1830448503E+01   -0.2252076710E+01   -0.8877490319E+00    0.8601713726E+00
       111    0.2069000000E+01    0.1999584077E+01   -0.2583136728E+01   -0.8227917856E+00    0.8689088294E+00
       112    0.1031000000E+01    0.1038803912E+01   -0.5238349049E+00   -0.1034409251E+01    0.6115671161E+00
       113    0.9360000000E+00    0.9628967874E+00   -0.3276450327E+00   -0.8924808485E+00    0.7529340548E+00
       114    0.1116000000E+01    0.8946207986E+00   -0.5251189792E+00   -0.1444262339E+01    0.7708122032E+00
       115    0.9590000000E+00    0.9272504208E+00   -0.2226773138E+00   -0.8717661900E+00    0.7154842485E+00
       116    0.1002000000E+01    0.9422944593E+00   -0.1549544133E+00   -0.6344965502E+00    0.8299976423E+00
       117    0.2036000000E+01    0.2046747723E+01   -0.2561332328E+01   -0.7640209438E+00    0.6457427874E+00
       118    0.1970000000E+01    0.1952978885E+01   -0.2457189226E+01   -0.7825801570E+00    0.8689088294E+00
       119    0.9900000000E+00    0.9386511495E+00   -0.1561804938E+00   -0.5432445082E+00    0.9948827983E+00
       120    0.1568000000E+01    0.1544921799E+01   -0.1588274425E+01   -0.9191054820E+00    0.7015705919E+00
       121    0.3570000000E+00    0.3729799472E+00   -0.3944091723E+00   -0.2941455758E+01    0.9821109998E+00
       122    0.1081000000E+01    0.1118423216E+01   -0.6423795891E+00   -0.9830057803E+00    0.5536520302E+00
       123    0.8440000000E+00    0.8985443025E+00   -0.3737447151E+00   -0.1054006047E+01    0.9724521574E+00
       124    0.1413000000E+01    0.1202310751E+01   -0.7132302822E+00   -0.8015277901E+00    0.5536520302E+00
       125    0.9410000000E+00    0.8543741332E+00   -0.2056788866E+00   -0.9635310522E+00    0.9305732343E+00
       126    0.2633000000E+01    0.2524042481E+01   -0.3643148835E+01   -0.9833397613E+00    0.4183648419E+00
       127    0.2627000000E+01    0.2539600933E+01   -0.3891503646E+01   -0.1128493764E+01    0.7357576500E+00
       128    0.9880000000E+00    0.8393975778E+00   -0.2629396596E+00   -0.1216565235E+01    0.7647274409E+00
       129    0.7880000000E+00    0.7686571510E+00   -0.2328486953E+00   -0.1288901546E+01    0.9651268068E+00
       130    0.1152000000E+01    0.1135775561E+01   -0.4618028120E+00   -0.7066631450E+00    0.4306171578E+00
       131    0.2045000000E+01    0.2065505152E+01   -0.2698225282E+01   -0.7825801570E+00    0.8601713726E+00
       132    0.1115000000E+01    0.1060241123E+01   -0.3969552811E+00   -0.8683572544E+00    0.4306171578E+00
       133    0.1234000000E+01    0.1054889691E+01   -0.5369638539E+00   -0.7665498522E+00    0.9724521574E+00
       134    0.1064000000E+01    0.1128614768E+01   -0.4058016617E+00   -0.6407877670E+00    0.4306171578E+00
       135    0.8030000000E+00    0.8140617588E+00   -0.1510590333E+00   -0.1177649064E+01    0.6813765137E+00
       136    0.9540000000E+00    0.8400669204E+00   -0.1339053904E+00   -0.8972564295E+00    0.9305732343E+00
       137    0.8040000000E+00    0.9825648356E+00   -0.1923921083E+00   -0.6623865084E+00    0.6600082422E+00
       138    0.6960000000E+00    0.1011823649E+01   -0.6358055357E+00   -0.1073744775E+01    0.9821109998E+00
       139    0.2311000000E+01    0.2314146078E+01   -0.3603688694E+01   -0.1446538489E+01    0.7529163151E+00
       140    0.8890000000E+00    0.9961415534E+00   -0.2493354030E+00   -0.6933345137E+00    0.6813765137E+00
       141    0.2576000000E+01    0.2541599403E+01   -0.3731879373E+01   -0.9467692743E+00    0.6031675361E+00
       142    0.1380000000E+01    0.1160249399E+01   -0.6729071964E+00   -0.8847052023E+00    0.5536520302E+00
       143    0.9850000000E+00    0.9187327087E+00   -0.1722507008E+00   -0.7460563832E+00    0.8299976423E+00
       144    0.7620000000E+00    0.8758834885E+00   -0.2367637557E+00   -0.9380408127E+00    0.9305732343E+00
       145    0.3470000000E+00    0.6759532521E+00   -0.4445521511E+00   -0.1950888395E+01    0.9821109998E+00
       146    0.9470000000E+00    0.1017738412E+01   -0.2507615229E+00   -0.6796957000E+00    0.5874394456E+00
       147    0.6340000000E+00    0.7145430533E+00   -0.4448901602E+00   -0.1950888395E+01    0.7708122032E+00
       148    0.2047000000E+01    0.2065986840E+01   -0.2680281854E+01   -0.7516481350E+00    0.8601713726E+00
       149    0.2535000000E+01    0.2463631892E+01   -0.3597401767E+01   -0.1003656699E+01    0.6031675361E+00
       150    0.7720000000E+00    0.9897274412E+00   -0.2165157161E+00   -0.6763314875E+00    0.6600082422E+00
       151    0.1088000000E+01    0.1024606094E+01   -0.4549162476E+00   -0.8813941299E+00    0.7529340548E+00
       152    0.1100000000E+01    0.1054540132E+01   -0.2353390722E+00   -0.4776155350E+00    0.6600082422E+00
       153    0.6420000000E+00    0.6496636285E+00   -0.1438704053E+00   -0.1565094735E+01    0.9651268068E+00
       154    0.1341000000E+01    0.1379540092E+01   -0.5497023017E+00   -0.8786389436E+00   -0.9542588778E+00
       155    0.8700000000E+00    0.1047207937E+01   -0.2429514954E+00   -0.5159642276E+00    0.6600082422E+00
       156    0.2335000000E+01    0.2417051021E+01   -0.4083826660E+01   -0.1864427386E+01    0.7529163151E+00
       157    0.7250000000E+00    0.8549856988E+00   -0.2667475375E+00   -0.1175192173E+01    0.7529340548E+00
       158    0.8650000000E+00    0.9193227704E+00   -0.5370093430E+00   -0.1376208092E+01    0.7708122032E+00
       159    0.1037000000E+01    0.9794250376E+00   -0.2708119497E+00   -0.6270598911E+00    0.9305732343E+00
       160    0.9470000000E+00    0.8599975473E+00   -0.5009568762E+00   -0.1527439751E+01    0.7708122032E+00
       161    0.7430000000E+00    0.7360163725E+00   -0.2078827165E+00   -0.1492758423E+01    0.7647274409E+00
       162    0.1040000000E+01    0.1050257882E+01   -0.6358055357E+00   -0.1073744775E+01    0.7708122032E+00
       163    0.2451000000E+01    0.2476294881E+01   -0.3731879373E+01   -0.9467692743E+00    0.9621903702E+00
       164    0.2145000000E+01    0.2261467270E+01   -0.3367396585E+01   -0.1113368160E+01    0.9621903702E+00
       165    0.2372000000E+01    0.2529793008E+01   -0.4056443320E+01   -0.1420822250E+01    0.7529163151E+00
       166    0.9760000000E+00    0.9845014591E+00   -0.2755819825E+00   -0.6168637953E+00    0.9305732343E+00
       167    0.8380000000E+00    0.9083235181E+00   -0.5236735655E+00   -0.1263609522E+01    0.9724521574E+00
       168    0.8640000000E+00    0.1007760830E+01   -0.2598921690E+00   -0.6474520827E+00    0.7154842485E+00
       169    0.1478000000E+01    0.1455129767E+01   -0.6153345378E+00   -0.7180275238E+00   -0.9542588778E+00
       170    0.7710000000E+00    0.9085636488E+00   -0.1709227752E+00   -0.7460563832E+00    0.8825437380E+00
       171    0.7530000000E+00    0.8057647380E+00   -0.1612003172E+00   -0.1223531495E+01    0.6813765137E+00
       172    0.1098000000E+01    0.1058176124E+01   -0.4081853222E+00   -0.7725385229E+00    0.6192323651E+00
       173    0.7140000000E+00    0.7603619624E+00   -0.1610371589E+00   -0.1223531495E+01    0.9305732343E+00
       174    0.1856000000E+01    0.1896162785E+01   -0.2354632199E+01   -0.8166053812E+00    0.8689088294E+00
       175    0.8970000000E+00    0.1006229397E+01   -0.2628244393E+00   -0.6576481785E+00    0.7154842485E+00
       176    0.8540000000E+00    0.9481722774E+00   -0.1191632934E+00   -0.7085797933E+00    0.5920381765E+00
