     Index       y_measurement           y_fitting        descriptor_1
       100    0.1058000000E+01    0.1069327783E+01    0.6516296444E+02
       101    0.2335000000E+01    0.2265689157E+01    0.1621245031E+03
       102    0.8790000000E+00    0.8946071578E+00    0.5100237631E+02
       103    0.9340000000E+00    0.1044841539E+01    0.6317842703E+02
       104    0.9420000000E+00    0.8938371434E+00    0.5093996893E+02
       105    0.6650000000E+00    0.7933930329E+00    0.4279927188E+02
       106    0.7100000000E+00    0.7639203315E+00    0.4041059691E+02
       107    0.2799000000E+01    0.2724889875E+01    0.1993413585E+03
       108    0.1413000000E+01    0.1076669988E+01    0.6575802832E+02
       109    0.2039000000E+01    0.2083884878E+01    0.1473898059E+03
       110    0.1785000000E+01    0.1707773977E+01    0.1169071336E+03
       111    0.2069000000E+01    0.1925092833E+01    0.1345201819E+03
       112    0.1031000000E+01    0.1148648660E+01    0.7159168611E+02
       113    0.9360000000E+00    0.9757066809E+00    0.5757525197E+02
       114    0.1116000000E+01    0.1054806573E+01    0.6398606346E+02
       115    0.9590000000E+00    0.8825648750E+00    0.5002638503E+02
       116    0.1002000000E+01    0.7756255139E+00    0.4135926720E+02
       117    0.2036000000E+01    0.1976716642E+01    0.1387041384E+03
       118    0.1970000000E+01    0.2006643842E+01    0.1411296492E+03
       119    0.9900000000E+00    0.1032460329E+01    0.6217496674E+02
       120    0.1568000000E+01    0.1548590171E+01    0.1040057586E+03
       121    0.3570000000E+00    0.9406876899E+00    0.5473706668E+02
       122    0.1081000000E+01    0.1210553173E+01    0.7660886318E+02
       123    0.8440000000E+00    0.9111328249E+00    0.5234173259E+02
       124    0.1413000000E+01    0.1259335963E+01    0.8056256351E+02
       125    0.9410000000E+00    0.8541363042E+00    0.4772233374E+02
       126    0.2633000000E+01    0.2374252103E+01    0.1709232077E+03
       127    0.2627000000E+01    0.2371873962E+01    0.1707304664E+03
       128    0.9880000000E+00    0.9329108782E+00    0.5410677917E+02
       129    0.7880000000E+00    0.9321020159E+00    0.5404122328E+02
       130    0.1152000000E+01    0.1132467771E+01    0.7028027303E+02
       131    0.2045000000E+01    0.2089695049E+01    0.1478607030E+03
       132    0.1115000000E+01    0.1027381312E+01    0.6176332747E+02
       133    0.1234000000E+01    0.1129634421E+01    0.7005063850E+02
       134    0.1064000000E+01    0.1093571147E+01    0.6712781715E+02
       135    0.8030000000E+00    0.7639203315E+00    0.4041059691E+02
       136    0.9540000000E+00    0.8124323824E+00    0.4434235465E+02
       137    0.8040000000E+00    0.8378094857E+00    0.4639909356E+02
       138    0.6960000000E+00    0.1176827171E+01    0.7387547076E+02
       139    0.2311000000E+01    0.2211598238E+01    0.1577405947E+03
       140    0.8890000000E+00    0.9366715392E+00    0.5441156958E+02
       141    0.2576000000E+01    0.2495091447E+01    0.1807168779E+03
       142    0.1380000000E+01    0.1250400447E+01    0.7983836645E+02
       143    0.9850000000E+00    0.7839967689E+00    0.4203773257E+02
       144    0.7620000000E+00    0.8662652867E+00    0.4870535178E+02
       145    0.3470000000E+00    0.9479331914E+00    0.5532429307E+02
       146    0.9470000000E+00    0.9837696338E+00    0.5822873037E+02
       147    0.6340000000E+00    0.9477852140E+00    0.5531229994E+02
       148    0.2047000000E+01    0.2078148022E+01    0.1469248507E+03
       149    0.2535000000E+01    0.2312726464E+01    0.1659367373E+03
       150    0.7720000000E+00    0.8505952690E+00    0.4743534335E+02
       151    0.1088000000E+01    0.1027893100E+01    0.6180480636E+02
       152    0.1100000000E+01    0.9747725453E+00    0.5749954305E+02
       153    0.6420000000E+00    0.8450195702E+00    0.4698344951E+02
       154    0.1341000000E+01    0.1181165595E+01    0.7422708720E+02
       155    0.8700000000E+00    0.9500581313E+00    0.5549651314E+02
       156    0.2335000000E+01    0.2348270686E+01    0.1688174910E+03
       157    0.7250000000E+00    0.8413167925E+00    0.4668335037E+02
       158    0.8650000000E+00    0.1104905423E+01    0.6804642659E+02
       159    0.1037000000E+01    0.9801117034E+00    0.5793226597E+02
       160    0.9470000000E+00    0.1049035986E+01    0.6351837451E+02
       161    0.7430000000E+00    0.8605571675E+00    0.4824272566E+02
       162    0.1040000000E+01    0.1176827171E+01    0.7387547076E+02
       163    0.2451000000E+01    0.2495091447E+01    0.1807168779E+03
       164    0.2145000000E+01    0.2138340996E+01    0.1518033126E+03
       165    0.2372000000E+01    0.2613284697E+01    0.1902960900E+03
       166    0.9760000000E+00    0.9831316431E+00    0.5817702312E+02
       167    0.8380000000E+00    0.9618459639E+00    0.5645188199E+02
       168    0.8640000000E+00    0.9645030047E+00    0.5666722726E+02
       169    0.1478000000E+01    0.1354558995E+01    0.8828010761E+02
       170    0.7710000000E+00    0.7834939249E+00    0.4199697856E+02
       171    0.7530000000E+00    0.7708100044E+00    0.4096898445E+02
       172    0.1098000000E+01    0.1084837221E+01    0.6641995839E+02
       173    0.7140000000E+00    0.7708100044E+00    0.4096898445E+02
       174    0.1856000000E+01    0.1754336765E+01    0.1206809094E+03
       175    0.8970000000E+00    0.9650065623E+00    0.5670803911E+02
       176    0.8540000000E+00    0.8232155698E+00    0.4521629999E+02
