     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3        descriptor_4
        79    0.1147000000E+01    0.9159278287E+00   -0.4162366701E+01    0.6333294941E-02   -0.6248552400E-01    0.8554823871E-06
        80   -0.1590000000E+00    0.1284161282E+00   -0.2547293814E+01    0.7378026466E-02    0.5661898668E+00    0.2403127529E-04
        81    0.7420000000E+00    0.8524110138E+00   -0.4364054945E+01    0.5779178959E-02    0.9326171204E+00    0.8506836648E-04
        82    0.3840000000E+00    0.5483375655E+00   -0.4573925104E+01    0.6893318995E-02    0.9996489138E+00    0.6183682341E-04
        83    0.1600000000E-01    0.8897034133E-01   -0.1864114114E+01    0.6718253448E-02    0.9275264062E+00    0.7109391906E-05
        84    0.4650000000E+00    0.5852903921E+00   -0.3778823529E+01    0.6322527291E-02    0.8972071288E+00    0.1867429462E-04
        85   -0.3900000000E+00   -0.2809875987E+00   -0.1754785714E+01    0.7862547572E-02    0.9934298750E+00    0.5077118901E-04
        86    0.6320000000E+00    0.5387193931E+00   -0.2860647249E+01    0.5878742356E-02    0.8893159226E+00    0.2059029429E-04
        87    0.3170000000E+00    0.4127130639E+00   -0.2058689596E+01    0.5793403686E-02    0.8664293010E+00    0.6279851219E-06
        88    0.8000000000E-01    0.2241013669E+00   -0.2173933111E+01    0.6516758270E-02    0.8664293010E+00    0.1188783854E-05
        89    0.8420000000E+00    0.7831408513E+00   -0.3586000000E+01    0.5549711709E-02    0.8587212699E+00    0.9790608281E-05
        90    0.3470000000E+00    0.3080827742E+00   -0.2333333333E+01    0.7147615413E-02    0.1756943247E+00    0.7225439526E-03
        91    0.5420000000E+00    0.3584276335E+00   -0.2886882353E+01    0.6543872213E-02    0.8587212699E+00    0.2572341019E-04
        92    0.1011000000E+01    0.1085145866E+01   -0.4063747828E+01    0.4768142855E-02    0.9326171204E+00    0.2826257642E-04
        93    0.3050000000E+00    0.2977182125E+00   -0.2347240260E+01    0.7737776055E-02    0.6610971459E-02    0.2370155592E-02
        94    0.8430000000E+00    0.8001237951E+00   -0.3608361991E+01    0.5392184498E-02    0.9859998854E+00    0.2775207686E-04
        95    0.5380000000E+00    0.5816634788E+00   -0.3505129870E+01    0.7107957074E-02    0.8611924172E+00    0.3932037881E-02
        96    0.3600000000E-01   -0.5147636326E-01   -0.1636762966E+01    0.6982804530E-02    0.9986024050E+00    0.9732311946E-05
        97    0.3620000000E+00    0.3454047614E+00   -0.2061836577E+01    0.6217372679E-02    0.6609301221E+00    0.4015730187E-06
        98    0.7120000000E+00    0.6325320582E+00   -0.3748921484E+01    0.6222771486E-02    0.8065395098E+00    0.8974920036E-05
        99    0.1397000000E+01    0.1326135575E+01   -0.3888125894E+01    0.4497689897E-02    0.5376192258E+00    0.1323094238E-02
       100    0.1217000000E+01    0.1130363267E+01   -0.3888125894E+01    0.4494455146E-02    0.9326171204E+00    0.2067334747E-04
       101    0.9710000000E+00    0.1026309775E+01   -0.3393885968E+01    0.5075048266E-02    0.3333563974E+00    0.8453115636E-06
       102    0.9130000000E+00    0.1119491533E+01   -0.4602616822E+01    0.5517769868E-02    0.3827112362E+00    0.1536170130E-04
       103    0.8280000000E+00    0.9250345652E+00   -0.4000310078E+01    0.5557411731E-02    0.8611924172E+00    0.9463234308E-03
       104    0.3800000000E-01   -0.1769878603E+00   -0.1441887287E+01    0.8443702374E-02    0.2305190056E+00    0.1902199139E-02
       105    0.5860000000E+00    0.5101638372E+00   -0.3145437956E+01    0.6101608872E-02    0.9607776696E+00    0.2866140625E-04
       106    0.1034000000E+01    0.9462304378E+00   -0.3643772915E+01    0.5264500297E-02    0.6039938159E+00    0.2722244485E-05
       107    0.2340000000E+00    0.6397091355E-01   -0.2488613861E+01    0.7336111274E-02    0.8065395098E+00    0.2355776766E-04
       108    0.1139000000E+01    0.1000124095E+01   -0.3186039305E+01    0.4492147457E-02    0.9127401351E+00    0.2126257329E-04
       109    0.4410000000E+00    0.3672615833E+00   -0.3081085526E+01    0.6537353457E-02    0.9677779620E+00    0.8569887260E-05
       110    0.9540000000E+00    0.9558004834E+00   -0.3294224794E+01    0.5250435327E-02    0.3333563974E+00    0.1030598332E-05
       111    0.4460000000E+00    0.4640560655E+00   -0.3281674929E+01    0.6312553599E-02    0.9948377265E+00    0.2772388506E-05
       112    0.7670000000E+00    0.7917310944E+00   -0.4092075078E+01    0.5786909109E-02    0.9534853764E+00    0.8594130281E-04
       113    0.7620000000E+00    0.6492960491E+00   -0.3544792899E+01    0.6251375303E-02    0.5724047571E+00    0.2634720778E-04
       114    0.9380000000E+00    0.7285480052E+00   -0.3730601504E+01    0.5721576638E-02    0.9859998854E+00    0.3912415576E-04
       115    0.1061000000E+01    0.9713688887E+00   -0.3648067955E+01    0.4828543141E-02    0.9859998854E+00    0.1461821366E-04
       116    0.3420000000E+00    0.1830745990E+00   -0.1893245614E+01    0.6348531389E-02    0.9986024050E+00    0.5340675668E-05
       117    0.4480000000E+00    0.5333048216E+00   -0.2992000000E+01    0.5885028898E-02    0.9934298750E+00    0.8550986579E-05
       118    0.8210000000E+00    0.9063816051E+00   -0.3197333333E+01    0.5438838090E-02    0.4773276450E+00    0.9243902978E-03
       119    0.1640000000E+00    0.3937591273E+00   -0.3506980519E+01    0.7110376941E-02    0.5724047571E+00    0.6143809188E-04
       120    0.5980000000E+00    0.3374724198E+00   -0.2131656805E+01    0.6019512853E-02    0.9607776696E+00    0.3214332016E-04
       121    0.8960000000E+00    0.9474930928E+00   -0.3810561576E+01    0.7503217943E-02   -0.2815307196E+00    0.5556588234E-02
       122    0.3850000000E+00    0.4305189612E+00   -0.2096137339E+01    0.5686887913E-02    0.9435463986E+00    0.6342225491E-05
       123   -0.1160000000E+00    0.9612102802E-01   -0.2188614130E+01    0.6903117779E-02    0.9388370139E+00    0.2360999251E-04
       124    0.6500000000E-01    0.1868548153E+00   -0.2338300403E+01    0.6890639233E-02    0.7193203696E+00    0.8149137211E-06
       125    0.1217000000E+01    0.1094383718E+01   -0.4764342857E+01    0.7497138155E-02   -0.2815307196E+00    0.4972805712E-02
       126    0.1100000000E+00    0.1176833672E+00   -0.2066512915E+01    0.6742106342E-02    0.9435463986E+00    0.1749756366E-04
       127   -0.1200000000E+00   -0.1440350288E+00   -0.2478339984E+01    0.7886298503E-02    0.9807546051E+00    0.4965086910E-04
       128    0.5260000000E+00    0.6011381600E+00   -0.2553238095E+01    0.6143066112E-02    0.3575199957E+00    0.8191854156E-03
       129    0.1341000000E+01    0.1202246435E+01   -0.3913410432E+01    0.4263599604E-02    0.9326171204E+00    0.1518817261E-04
       130    0.6210000000E+00    0.7129633351E+00   -0.3197333333E+01    0.5437666936E-02    0.9607776696E+00    0.1444359840E-04
       131   -0.2020000000E+00   -0.1108112040E+00   -0.1491563786E+01    0.7145592884E-02    0.9388370139E+00    0.1164610536E-04
       132    0.6120000000E+00    0.6243329822E+00   -0.3077773824E+01    0.5848879802E-02    0.7612778305E+00    0.2026085647E-04
       133    0.2840000000E+00    0.3277684024E+00   -0.2047267025E+01    0.6007142492E-02    0.9435463986E+00    0.8833861813E-05
       134   -0.1580000000E+00    0.2074911031E-01   -0.2484339623E+01    0.7440522694E-02    0.8587212699E+00    0.5607689770E-04
       135   -0.1600000000E-01    0.2795294122E+00   -0.2167684729E+01    0.7675374635E-02    0.6610971459E-02    0.2347987498E-02
       136    0.3560000000E+00    0.1049021483E+00   -0.2703684211E+01    0.7338953994E-02    0.8065395098E+00    0.2345360673E-04
       137    0.5290000000E+00    0.4850339408E+00   -0.2657142857E+01    0.5827827784E-02    0.9934298750E+00    0.9601896242E-05
       138    0.9820000000E+00    0.8944406919E+00   -0.3648279133E+01    0.5093662262E-02    0.9859998854E+00    0.2009779208E-04
       139    0.5200000000E+00    0.3355838658E+00   -0.2775085714E+01    0.6547779936E-02    0.8587212699E+00    0.2583590306E-04
       140    0.5990000000E+00    0.7502249396E+00   -0.3156216474E+01    0.5863445819E-02    0.3333563974E+00    0.1987022420E-05
       141    0.2380000000E+00    0.1731519322E+00   -0.1893118712E+01    0.7802819627E-02    0.3575199957E+00    0.3503305056E-02
       142    0.9400000000E-01    0.2157829984E+00   -0.2066876568E+01    0.6474007908E-02    0.8664293010E+00    0.1197124538E-05
       143    0.1201000000E+01    0.1117326027E+01   -0.4666311111E+01    0.7523045533E-02   -0.2815307196E+00    0.5693781249E-02
       144    0.5790000000E+00    0.6285063056E+00   -0.3235294118E+01    0.5753812764E-02    0.9607776696E+00    0.2030902585E-04
       145    0.9300000000E+00    0.7862364971E+00   -0.4027280746E+01    0.5721576638E-02    0.9859998854E+00    0.4017080625E-04
       146    0.9730000000E+00    0.8944406919E+00   -0.3648279133E+01    0.5093662262E-02    0.9859998854E+00    0.2009779208E-04
       147    0.4940000000E+00    0.6057051277E+00   -0.2679136691E+01    0.6195390728E-02    0.3575199957E+00    0.7519760405E-03
       148    0.2790000000E+00    0.2971796979E+00   -0.1877737374E+01    0.5946667904E-02    0.9999798986E+00    0.8998976095E-05
       149   -0.3380000000E+00   -0.2114721328E+00   -0.1618807803E+01    0.7531073208E-02    0.9870175909E+00    0.1406976520E-04
       150    0.5970000000E+00    0.6104343436E+00   -0.2860360873E+01    0.5984992303E-02    0.5057389475E+00    0.8331505212E-06
       151   -0.1930000000E+00   -0.3171302292E+00   -0.2314169096E+01    0.8388459493E-02    0.9614734207E+00    0.5043290357E-04
       152    0.9790000000E+00    0.9091450806E+00   -0.3643950650E+01    0.5142593870E-02    0.8714258650E+00    0.1441924224E-05
       153   -0.1200000000E-01    0.1041771609E+00   -0.2153458498E+01    0.6837401131E-02    0.9531296243E+00    0.1766109114E-04
       154    0.2570000000E+00    0.8315393314E-01   -0.2145596591E+01    0.6868524355E-02    0.9934298750E+00    0.2527751154E-04
       155    0.9260000000E+00    0.8247306721E+00   -0.3582931826E+01    0.5294992715E-02    0.9776907150E+00    0.1225612832E-04
       156    0.1340000000E+00    0.3155107192E-01   -0.2196740044E+01    0.7540452924E-02    0.4919895756E+00    0.1590785728E-05
       157   -0.5360000000E+00   -0.3853220325E+00   -0.1383088235E+01    0.7971125395E-02    0.9882035292E+00    0.2324643596E-04
       158    0.3790000000E+00    0.4234833709E+00   -0.2101298701E+01    0.5714457148E-02    0.9435463986E+00    0.6416186494E-05
       159   -0.3260000000E+00    0.6517844934E-02   -0.2760812582E+01    0.7637622317E-02    0.8972071288E+00    0.5644643115E-04
       160    0.4020000000E+00    0.4521070706E+00   -0.2812305444E+01    0.6171461213E-02    0.8587212699E+00    0.1867429462E-04
       161    0.9100000000E+00    0.7046497738E+00   -0.4565394022E+01    0.6567312855E-02    0.7612778305E+00    0.3494384626E-04
       162    0.7480000000E+00    0.5335446438E+00   -0.3553618608E+01    0.6278673131E-02    0.9776907150E+00    0.3387075221E-04
       163   -0.1260000000E+00   -0.5242727519E-01   -0.2074529347E+01    0.8326075771E-02    0.7008661131E+00    0.3285708772E-02
       164    0.3490000000E+00    0.1224583091E+00   -0.1952986416E+01    0.7315938365E-02    0.2240066419E+00    0.1580213809E-05
       165    0.8790000000E+00    0.8775939203E+00   -0.4001326606E+01    0.5388320715E-02    0.9859998854E+00    0.2814846119E-04
       166    0.6700000000E+00    0.8451830410E+00   -0.3965908497E+01    0.5858928943E-02    0.5724047571E+00    0.2070272692E-04
       167    0.7010000000E+00    0.7091388175E+00   -0.3070202977E+01    0.5786313776E-02    0.5057389475E+00    0.6836768671E-06
       168    0.5580000000E+00    0.6134796991E+00   -0.3043242453E+01    0.5641338937E-02    0.9948377265E+00    0.1441924224E-05
       169    0.7200000000E+00    0.7257695650E+00   -0.3511934028E+01    0.5587998075E-02    0.9776907150E+00    0.1674229379E-04
       170    0.1810000000E+00    0.5806000471E-01   -0.2100555556E+01    0.6924041602E-02    0.9934298750E+00    0.2309206063E-04
       171   -0.1120000000E+00    0.2074911031E-01   -0.2484339623E+01    0.7440522694E-02    0.8587212699E+00    0.5607689770E-04
       172    0.3670000000E+00    0.4181028565E+00   -0.2047058824E+01    0.5696829003E-02    0.9435463986E+00    0.6566266152E-05
       173    0.1260000000E+00    0.2031820173E+00   -0.2780760626E+01    0.6900539760E-02    0.9677779620E+00    0.1149225074E-04
       174    0.8770000000E+00    0.7257695650E+00   -0.3511934028E+01    0.5587998075E-02    0.9776907150E+00    0.1674229379E-04
       175    0.2570000000E+00    0.6100917045E-01   -0.2127486486E+01    0.6931920774E-02    0.9934298750E+00    0.2334982988E-04
       176    0.5800000000E+00    0.4437065455E+00   -0.2837736367E+01    0.7070335250E-02   -0.6248552400E-01    0.1615682946E-05
       177    0.1161000000E+01    0.1003695366E+01   -0.4072226721E+01    0.5055742596E-02    0.9326171204E+00    0.4000828129E-04
       178    0.9390000000E+00    0.1049255902E+01   -0.3428627199E+01    0.5883548686E-02   -0.2815307196E+00    0.1240158057E-02
       179   -0.6350000000E+00   -0.6076513062E+00   -0.1411357587E+01    0.8777381040E-02    0.9677779620E+00    0.5020842514E-04
       180    0.2510000000E+00    0.2007217816E+00   -0.1950210526E+01    0.6325941344E-02    0.9986024050E+00    0.5252000702E-05
       181   -0.1890000000E+00   -0.5911868971E-01   -0.2059651036E+01    0.8327143490E-02    0.7008661131E+00    0.3234909186E-02
       182    0.2720000000E+00    0.2546505116E+00   -0.2930600838E+01    0.6800297037E-02    0.9923920243E+00    0.8664913714E-05
       183    0.1670000000E+00    0.1024549334E+00   -0.1869019157E+01    0.6609106635E-02    0.9986024050E+00    0.6873463525E-05
       184    0.3670000000E+00    0.9321848205E-01   -0.2665052356E+01    0.7353200701E-02    0.8065395098E+00    0.2309206063E-04
       185    0.4450000000E+00    0.6220570236E+00   -0.2779215686E+01    0.6201698075E-02    0.3575199957E+00    0.7338735200E-03
       186   -0.3550000000E+00   -0.2723093163E+00   -0.1823153989E+01    0.7878365598E-02    0.9934298750E+00    0.5099776145E-04
       187    0.6040000000E+00    0.6634335114E+00   -0.3420000000E+01    0.5850293334E-02    0.8587212699E+00    0.1302457045E-04
       188    0.1960000000E+00    0.1294459965E+00   -0.2110714286E+01    0.6731069540E-02    0.9435463986E+00    0.1689552694E-04
       189    0.9200000000E+00    0.7482944406E+00   -0.2235380117E+01    0.5367738389E-02    0.4773276450E+00    0.1040621276E-02
       190    0.7080000000E+00    0.7072562205E+00   -0.3041702486E+01    0.5773795663E-02    0.5057389475E+00    0.6882103502E-06
       191    0.9950000000E+00    0.1034916399E+01   -0.3753187369E+01    0.5990631037E-02   -0.4249923146E+00    0.2004096624E-05
       192    0.8010000000E+00    0.7731123491E+00   -0.3840462428E+01    0.7054325360E-02    0.4773276450E+00    0.4026282502E-02
       193    0.6040000000E+00    0.7042362143E+00   -0.3028695820E+01    0.5541044023E-02    0.7612778305E+00    0.1482608736E-04
       194    0.8450000000E+00    0.1057742611E+01   -0.4376464758E+01    0.5069805133E-02    0.9366490560E+00    0.4233420804E-04
       195    0.5710000000E+00    0.5847582335E+00   -0.4186455224E+01    0.6528925917E-02    0.9859998854E+00    0.8594130281E-04
       196    0.1067000000E+01    0.9527605370E+00   -0.3557375000E+01    0.4832010854E-02    0.9859998854E+00    0.1485598368E-04
       197    0.1168000000E+01    0.1236517875E+01   -0.4007902465E+01    0.4853707040E-02    0.2366378030E+00    0.2794920497E-05
       198    0.2700000000E+00    0.3019281888E+00   -0.2281691268E+01    0.6657435403E-02    0.5057389475E+00    0.1597866365E-05
       199    0.2800000000E+00    0.2336016699E+00   -0.1844839088E+01    0.6456179102E-02    0.6609301221E+00    0.5202656500E-06
       200    0.2650000000E+00    0.2031820173E+00   -0.2780760626E+01    0.6900539760E-02    0.9677779620E+00    0.1149225074E-04
