     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
        80   -0.1590000000E+00    0.1395958736E+00   -0.2547293814E+01    0.4909249093E+01
        81    0.7420000000E+00    0.9627033321E+00   -0.4364054945E+01    0.5153493655E+01
        82    0.3840000000E+00    0.7520602292E+00   -0.4573925104E+01    0.4977202598E+01
        83    0.1600000000E-01    0.1074232617E+00   -0.1864114114E+01    0.5002927062E+01
        84    0.4650000000E+00    0.6808442309E+00   -0.3778823529E+01    0.5063636263E+01
        85   -0.3900000000E+00   -0.1552669367E+00   -0.1754785714E+01    0.4845644606E+01
        86    0.6320000000E+00    0.5581859647E+00   -0.2860647249E+01    0.5136412425E+01
        87    0.3170000000E+00    0.3778876397E+00   -0.2058689596E+01    0.5151035304E+01
        88    0.8000000000E-01    0.2310461590E+00   -0.2173933111E+01    0.5033378225E+01
        89    0.8420000000E+00    0.8271390103E+00   -0.3586000000E+01    0.5194009297E+01
        90    0.3470000000E+00    0.1330914267E+00   -0.2333333333E+01    0.4940976487E+01
        91    0.5420000000E+00    0.4045605732E+00   -0.2886882353E+01    0.5029226207E+01
        92    0.1011000000E+01    0.1174488684E+01   -0.4063747828E+01    0.5345798388E+01
        93    0.3050000000E+00    0.1799391699E-01   -0.2347240260E+01    0.4861640964E+01
        94    0.8430000000E+00    0.8758239321E+00   -0.3608361991E+01    0.5222804689E+01
        95    0.5380000000E+00    0.4367977870E+00   -0.3505129870E+01    0.4946540408E+01
        96    0.3600000000E-01   -0.7626663405E-02   -0.1636762966E+01    0.4964304648E+01
        97    0.3620000000E+00    0.2730959472E+00   -0.2061836577E+01    0.5080407860E+01
        98    0.7120000000E+00    0.6970817160E+00   -0.3748921484E+01    0.5079539895E+01
        99    0.1397000000E+01    0.1217512592E+01   -0.3888125894E+01    0.5404191370E+01
       100    0.1217000000E+01    0.1218588156E+01   -0.3888125894E+01    0.5404910832E+01
       101    0.9710000000E+00    0.9123745889E+00   -0.3393885968E+01    0.5283419244E+01
       102    0.9130000000E+00    0.1092038782E+01   -0.4602616822E+01    0.5199781510E+01
       103    0.8280000000E+00    0.9295062647E+00   -0.4000310078E+01    0.5192622795E+01
       104    0.3800000000E-01   -0.3407486174E+00   -0.1441887287E+01    0.4774334397E+01
       105    0.5860000000E+00    0.5743497100E+00   -0.3145437956E+01    0.5099202793E+01
       106    0.1034000000E+01    0.9205760656E+00   -0.3643772915E+01    0.5246769048E+01
       107    0.2340000000E+00    0.1333209204E+00   -0.2488613861E+01    0.4914946376E+01
       108    0.1139000000E+01    0.1042372717E+01   -0.3186039305E+01    0.5405424416E+01
       109    0.4410000000E+00    0.4550056139E+00   -0.3081085526E+01    0.5030222866E+01
       110    0.9540000000E+00    0.8364607244E+00   -0.3294224794E+01    0.5249444286E+01
       111    0.4460000000E+00    0.5578822698E+00   -0.3281674929E+01    0.5065214994E+01
       112    0.7670000000E+00    0.8921438705E+00   -0.4092075078E+01    0.5152156963E+01
       113    0.7620000000E+00    0.6387685941E+00   -0.3544792899E+01    0.5074953791E+01
       114    0.9380000000E+00    0.8179965857E+00   -0.3730601504E+01    0.5163510876E+01
       115    0.1061000000E+01    0.1050884993E+01   -0.3648067955E+01    0.5333210484E+01
       116    0.3420000000E+00    0.1993883838E+00   -0.1893245614E+01    0.5059531770E+01
       117    0.4480000000E+00    0.5896997923E+00   -0.2992000000E+01    0.5135343628E+01
       118    0.8210000000E+00    0.7593322551E+00   -0.3197333333E+01    0.5214189827E+01
       119    0.1640000000E+00    0.4367554380E+00   -0.3506980519E+01    0.4946200021E+01
       120    0.5980000000E+00    0.3390448821E+00   -0.2131656805E+01    0.5112748944E+01
       121    0.8960000000E+00    0.4328887894E+00   -0.3810561576E+01    0.4892423291E+01
       122    0.3850000000E+00    0.4150691741E+00   -0.2096137339E+01    0.5169592120E+01
       123   -0.1160000000E+00    0.1486432736E+00   -0.2188614130E+01    0.4975782117E+01
       124    0.6500000000E-01    0.1890812849E+00   -0.2338300403E+01    0.4977591421E+01
       125    0.1217000000E+01    0.6745314991E+00   -0.4764342857E+01    0.4893233911E+01
       126    0.1100000000E+00    0.1531459223E+00   -0.2066512915E+01    0.4999382889E+01
       127   -0.1200000000E+00    0.2261878980E-01   -0.2478339984E+01    0.4842628392E+01
       128    0.5260000000E+00    0.4149438265E+00   -0.2553238095E+01    0.5092431295E+01
       129    0.1341000000E+01    0.1303792004E+01   -0.3913410432E+01    0.5457641498E+01
       130    0.6210000000E+00    0.7596542016E+00   -0.3197333333E+01    0.5214405182E+01
       131   -0.2020000000E+00   -0.7868024519E-01   -0.1491563786E+01    0.4941259492E+01
       132    0.6120000000E+00    0.6205329790E+00   -0.3077773824E+01    0.5141505123E+01
       133    0.2840000000E+00    0.3208471202E+00   -0.2047267025E+01    0.5114806102E+01
       134   -0.1580000000E+00    0.1111164352E+00   -0.2484339623E+01    0.4900814178E+01
       135   -0.1600000000E-01   -0.1516377751E-01   -0.2167684729E+01    0.4869738174E+01
       136    0.3560000000E+00    0.1869570544E+00   -0.2703684211E+01    0.4914558954E+01
       137    0.5290000000E+00    0.5198901256E+00   -0.2657142857E+01    0.5145110941E+01
       138    0.9820000000E+00    0.9710293724E+00   -0.3648279133E+01    0.5279758206E+01
       139    0.5200000000E+00    0.3754862214E+00   -0.2775085714E+01    0.5028629228E+01
       140    0.5990000000E+00    0.6365885371E+00   -0.3156216474E+01    0.5139017825E+01
       141    0.2380000000E+00   -0.1089958953E+00   -0.1893118712E+01    0.4853270120E+01
       142    0.9400000000E-01    0.2138984806E+00   -0.2066876568E+01    0.5039959902E+01
       143    0.1201000000E+01    0.6446623620E+00   -0.4666311111E+01    0.4889784232E+01
       144    0.5790000000E+00    0.6847394781E+00   -0.3235294118E+01    0.5157892555E+01
       145    0.9300000000E+00    0.8927840123E+00   -0.4027280746E+01    0.5163510876E+01
       146    0.9730000000E+00    0.9710293724E+00   -0.3648279133E+01    0.5279758206E+01
       147    0.4940000000E+00    0.4340009382E+00   -0.2679136691E+01    0.5083949694E+01
       148    0.2790000000E+00    0.2932379556E+00   -0.1877737374E+01    0.5124924232E+01
       149   -0.3380000000E+00   -0.1251520323E+00   -0.1618807803E+01    0.4888717723E+01
       150    0.5970000000E+00    0.5313358079E+00   -0.2860360873E+01    0.5118500226E+01
       151   -0.1930000000E+00   -0.1110493964E+00   -0.2314169096E+01    0.4780898388E+01
       152    0.9790000000E+00    0.9556456704E+00   -0.3643950650E+01    0.5270197683E+01
       153   -0.1200000000E-01    0.1540811219E+00   -0.2153458498E+01    0.4985347571E+01
       154    0.2570000000E+00    0.1453098119E+00   -0.2145596591E+01    0.4980805991E+01
       155    0.9260000000E+00    0.8966052040E+00   -0.3582931826E+01    0.5240993676E+01
       156    0.1340000000E+00    0.1867338248E-01   -0.2196740044E+01    0.4887473029E+01
       157   -0.5360000000E+00   -0.2694684485E+00   -0.1383088235E+01    0.4831929592E+01
       158    0.3790000000E+00    0.4091404277E+00   -0.2101298701E+01    0.5164755973E+01
       159   -0.3260000000E+00    0.1417242193E+00   -0.2760812582E+01    0.4874668939E+01
       160    0.4020000000E+00    0.4733557610E+00   -0.2812305444E+01    0.5087819644E+01
       161    0.9100000000E+00    0.8223372752E+00   -0.4565394022E+01    0.5025650532E+01
       162    0.7480000000E+00    0.6344795904E+00   -0.3553618608E+01    0.5070596606E+01
       163   -0.1260000000E+00   -0.1602988885E+00   -0.2074529347E+01    0.4788363030E+01
       164    0.3490000000E+00    0.2415518331E-02   -0.1952986416E+01    0.4917699973E+01
       165    0.8790000000E+00    0.9759547440E+00   -0.4001326606E+01    0.5223521498E+01
       166    0.6700000000E+00    0.8418492056E+00   -0.3965908497E+01    0.5139788466E+01
       167    0.7010000000E+00    0.6347023516E+00   -0.3070202977E+01    0.5152259844E+01
       168    0.5580000000E+00    0.6658391286E+00   -0.3043242453E+01    0.5177633841E+01
       169    0.7200000000E+00    0.7981903284E+00   -0.3511934028E+01    0.5187134182E+01
       170    0.1810000000E+00    0.1219208496E+00   -0.2100555556E+01    0.4972755633E+01
       171   -0.1120000000E+00    0.1111164352E+00   -0.2484339623E+01    0.4900814178E+01
       172    0.3670000000E+00    0.4000863644E+00   -0.2047058824E+01    0.5167845574E+01
       173    0.1260000000E+00    0.2984710135E+00   -0.2780760626E+01    0.4976155644E+01
       174    0.8770000000E+00    0.7981903284E+00   -0.3511934028E+01    0.5187134182E+01
       175    0.2570000000E+00    0.1270094359E+00   -0.2127486486E+01    0.4971618336E+01
       176    0.5800000000E+00    0.2764937533E+00   -0.2837736367E+01    0.4951847382E+01
       177    0.1161000000E+01    0.1089069637E+01   -0.4072226721E+01    0.5287230534E+01
       178    0.9390000000E+00    0.7001416077E+00   -0.3428627199E+01    0.5135595181E+01
       179   -0.6350000000E+00   -0.4063849350E+00   -0.1411357587E+01    0.4735577203E+01
       180    0.2510000000E+00    0.2190772066E+00   -0.1950210526E+01    0.5063096426E+01
       181   -0.1890000000E+00   -0.1642411377E+00   -0.2059651036E+01    0.4788234800E+01
       182    0.2720000000E+00    0.3581192149E+00   -0.2930600838E+01    0.4990788986E+01
       183    0.1670000000E+00    0.1331467190E+00   -0.1869019157E+01    0.5019306788E+01
       184    0.3670000000E+00    0.1743194040E+00   -0.2665052356E+01    0.4912619591E+01
       185    0.4450000000E+00    0.4577078298E+00   -0.2779215686E+01    0.5082932141E+01
       186   -0.3550000000E+00   -0.1410371029E+00   -0.1823153989E+01    0.4843634808E+01
       187    0.6040000000E+00    0.7064407052E+00   -0.3420000000E+01    0.5141263476E+01
       188    0.1960000000E+00    0.1667375267E+00   -0.2110714286E+01    0.5001021227E+01
       189    0.9200000000E+00    0.5365132149E+00   -0.2235380117E+01    0.5227348616E+01
       190    0.7080000000E+00    0.6307555916E+00   -0.3041702486E+01    0.5154425588E+01
       191    0.9950000000E+00    0.7549932819E+00   -0.3753187369E+01    0.5117558524E+01
       192    0.8010000000E+00    0.5326516882E+00   -0.3840462428E+01    0.4954114324E+01
       193    0.6040000000E+00    0.6889894776E+00   -0.3028695820E+01    0.5195572344E+01
       194    0.8450000000E+00    0.1161610050E+01   -0.4376464758E+01    0.5284452897E+01
       195    0.5710000000E+00    0.7355776037E+00   -0.4186455224E+01    0.5031512834E+01
       196    0.1067000000E+01    0.1026949706E+01   -0.3557375000E+01    0.5332492572E+01
       197    0.1168000000E+01    0.1133821991E+01   -0.4007902465E+01    0.5328012528E+01
       198    0.2700000000E+00    0.2262818079E+00   -0.2281691268E+01    0.5012020943E+01
       199    0.2800000000E+00    0.1620495298E+00   -0.1844839088E+01    0.5042717606E+01
       200    0.2650000000E+00    0.2984710135E+00   -0.2780760626E+01    0.4976155644E+01
