     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3
        65    0.1810000000E+00    0.2394811806E+00   -0.2172999036E+01    0.6370974858E-02    0.9435463986E+00
        66    0.2700000000E-01   -0.2028502472E+00   -0.1573097222E+01    0.7494849539E-02    0.9986024050E+00
        67    0.2800000000E+00    0.3136092310E+00   -0.2111994421E+01    0.6041273984E-02    0.9435463986E+00
        68    0.1550000000E+00    0.2490379808E+00   -0.2649385908E+01    0.6906358754E-02    0.8065395098E+00
        69    0.5840000000E+00    0.5225909468E+00   -0.3114894932E+01    0.6449785572E-02    0.6565898178E+00
        70    0.7100000000E-01    0.1564274282E+00   -0.2361060546E+01    0.6766636961E-02    0.9923920243E+00
        71    0.7860000000E+00    0.8002984939E+00   -0.3940228069E+01    0.5749135589E-02    0.8714258650E+00
        72    0.7100000000E-01    0.5449518791E-01   -0.1785593870E+01    0.6687361375E-02    0.9986024050E+00
        73    0.4770000000E+00    0.3581431291E+00   -0.2858142857E+01    0.6584741941E-02    0.8587212699E+00
        74    0.7270000000E+00    0.6242123040E+00   -0.3477278526E+01    0.5899548651E-02    0.9776907150E+00
        75    0.6400000000E+00    0.6617140032E+00   -0.2111111111E+01    0.6040649950E-02    0.6610971459E-02
        76    0.9800000000E+00    0.1404768867E+01   -0.4178904762E+01    0.4116056324E-02    0.5376192258E+00
        77    0.4260000000E+00    0.4508244936E+00   -0.2093332424E+01    0.5614580136E-02    0.8664293010E+00
        78    0.6510000000E+00    0.6698493005E+00   -0.2094604481E+01    0.5996670648E-02    0.6610971459E-02
        79    0.1147000000E+01    0.1039847069E+01   -0.4162366701E+01    0.6333294941E-02   -0.6248552400E-01
        80   -0.1590000000E+00    0.1926357199E+00   -0.2547293814E+01    0.7378026466E-02    0.5661898668E+00
        81    0.7420000000E+00    0.8584059608E+00   -0.4364054945E+01    0.5779178959E-02    0.9326171204E+00
        82    0.3840000000E+00    0.5837821711E+00   -0.4573925104E+01    0.6893318995E-02    0.9996489138E+00
        83    0.1600000000E-01    0.8920588277E-01   -0.1864114114E+01    0.6718253448E-02    0.9275264062E+00
        84    0.4650000000E+00    0.6057785079E+00   -0.3778823529E+01    0.6322527291E-02    0.8972071288E+00
        85   -0.3900000000E+00   -0.2597969444E+00   -0.1754785714E+01    0.7862547572E-02    0.9934298750E+00
        86    0.6320000000E+00    0.5333910893E+00   -0.2860647249E+01    0.5878742356E-02    0.8893159226E+00
        87    0.3170000000E+00    0.3964339447E+00   -0.2058689596E+01    0.5793403686E-02    0.8664293010E+00
        88    0.8000000000E-01    0.2299038638E+00   -0.2173933111E+01    0.6516758270E-02    0.8664293010E+00
        89    0.8420000000E+00    0.7833978210E+00   -0.3586000000E+01    0.5549711709E-02    0.8587212699E+00
        90    0.3470000000E+00    0.3536502207E+00   -0.2333333333E+01    0.7147615413E-02    0.1756943247E+00
        91    0.5420000000E+00    0.3749347335E+00   -0.2886882353E+01    0.6543872213E-02    0.8587212699E+00
        92    0.1011000000E+01    0.1062006599E+01   -0.4063747828E+01    0.4768142855E-02    0.9326171204E+00
        93    0.3050000000E+00    0.2638292462E+00   -0.2347240260E+01    0.7737776055E-02    0.6610971459E-02
        94    0.8430000000E+00    0.7823116687E+00   -0.3608361991E+01    0.5392184498E-02    0.9859998854E+00
        95    0.5380000000E+00    0.3548123142E+00   -0.3505129870E+01    0.7107957074E-02    0.8611924172E+00
        96    0.3600000000E-01   -0.5454911016E-01   -0.1636762966E+01    0.6982804530E-02    0.9986024050E+00
        97    0.3620000000E+00    0.3616957523E+00   -0.2061836577E+01    0.6217372679E-02    0.6609301221E+00
        98    0.7120000000E+00    0.6594984803E+00   -0.3748921484E+01    0.6222771486E-02    0.8065395098E+00
        99    0.1397000000E+01    0.1243277724E+01   -0.3888125894E+01    0.4497689897E-02    0.5376192258E+00
       100    0.1217000000E+01    0.1097365972E+01   -0.3888125894E+01    0.4494455146E-02    0.9326171204E+00
       101    0.9710000000E+00    0.1063480689E+01   -0.3393885968E+01    0.5075048266E-02    0.3333563974E+00
       102    0.9130000000E+00    0.1181593427E+01   -0.4602616822E+01    0.5517769868E-02    0.3827112362E+00
       103    0.8280000000E+00    0.8672194431E+00   -0.4000310078E+01    0.5557411731E-02    0.8611924172E+00
       104    0.3800000000E-01   -0.1950463107E+00   -0.1441887287E+01    0.8443702374E-02    0.2305190056E+00
       105    0.5860000000E+00    0.5077386317E+00   -0.3145437956E+01    0.6101608872E-02    0.9607776696E+00
       106    0.1034000000E+01    0.9653206756E+00   -0.3643772915E+01    0.5264500297E-02    0.6039938159E+00
       107    0.2340000000E+00    0.1020908582E+00   -0.2488613861E+01    0.7336111274E-02    0.8065395098E+00
       108    0.1139000000E+01    0.9583209311E+00   -0.3186039305E+01    0.4492147457E-02    0.9127401351E+00
       109    0.4410000000E+00    0.3768043431E+00   -0.3081085526E+01    0.6537353457E-02    0.9677779620E+00
       110    0.9540000000E+00    0.9963790859E+00   -0.3294224794E+01    0.5250435327E-02    0.3333563974E+00
       111    0.4460000000E+00    0.4680136877E+00   -0.3281674929E+01    0.6312553599E-02    0.9948377265E+00
       112    0.7670000000E+00    0.7916536141E+00   -0.4092075078E+01    0.5786909109E-02    0.9534853764E+00
       113    0.7620000000E+00    0.6962025602E+00   -0.3544792899E+01    0.6251375303E-02    0.5724047571E+00
       114    0.9380000000E+00    0.7210894871E+00   -0.3730601504E+01    0.5721576638E-02    0.9859998854E+00
       115    0.1061000000E+01    0.9391949234E+00   -0.3648067955E+01    0.4828543141E-02    0.9859998854E+00
       116    0.3420000000E+00    0.1663514220E+00   -0.1893245614E+01    0.6348531389E-02    0.9986024050E+00
       117    0.4480000000E+00    0.5205590898E+00   -0.2992000000E+01    0.5885028898E-02    0.9934298750E+00
       118    0.8210000000E+00    0.8729332179E+00   -0.3197333333E+01    0.5438838090E-02    0.4773276450E+00
       119    0.1640000000E+00    0.4618632444E+00   -0.3506980519E+01    0.7110376941E-02    0.5724047571E+00
       120    0.5980000000E+00    0.3170606541E+00   -0.2131656805E+01    0.6019512853E-02    0.9607776696E+00
       121    0.8960000000E+00    0.7391814635E+00   -0.3810561576E+01    0.7503217943E-02   -0.2815307196E+00
       122    0.3850000000E+00    0.4036992337E+00   -0.2096137339E+01    0.5686887913E-02    0.9435463986E+00
       123   -0.1160000000E+00    0.1042362072E+00   -0.2188614130E+01    0.6903117779E-02    0.9388370139E+00
       124    0.6500000000E-01    0.2204373577E+00   -0.2338300403E+01    0.6890639233E-02    0.7193203696E+00
       125    0.1217000000E+01    0.9405354523E+00   -0.4764342857E+01    0.7497138155E-02   -0.2815307196E+00
       126    0.1100000000E+00    0.1193548633E+00   -0.2066512915E+01    0.6742106342E-02    0.9435463986E+00
       127   -0.1200000000E+00   -0.1098129974E+00   -0.2478339984E+01    0.7886298503E-02    0.9807546051E+00
       128    0.5260000000E+00    0.5969308984E+00   -0.2553238095E+01    0.6143066112E-02    0.3575199957E+00
       129    0.1341000000E+01    0.1163511473E+01   -0.3913410432E+01    0.4263599604E-02    0.9326171204E+00
       130    0.6210000000E+00    0.6936124893E+00   -0.3197333333E+01    0.5437666936E-02    0.9607776696E+00
       131   -0.2020000000E+00   -0.1056606806E+00   -0.1491563786E+01    0.7145592884E-02    0.9388370139E+00
       132    0.6120000000E+00    0.6343089728E+00   -0.3077773824E+01    0.5848879802E-02    0.7612778305E+00
       133    0.2840000000E+00    0.3090498629E+00   -0.2047267025E+01    0.6007142492E-02    0.9435463986E+00
       134   -0.1580000000E+00    0.5428586320E-01   -0.2484339623E+01    0.7440522694E-02    0.8587212699E+00
       135   -0.1600000000E-01    0.2426728358E+00   -0.2167684729E+01    0.7675374635E-02    0.6610971459E-02
       136    0.3560000000E+00    0.1463839751E+00   -0.2703684211E+01    0.7338953994E-02    0.8065395098E+00
       137    0.5290000000E+00    0.4655069703E+00   -0.2657142857E+01    0.5827827784E-02    0.9934298750E+00
       138    0.9820000000E+00    0.8693576403E+00   -0.3648279133E+01    0.5093662262E-02    0.9859998854E+00
       139    0.5200000000E+00    0.3504910240E+00   -0.2775085714E+01    0.6547779936E-02    0.8587212699E+00
       140    0.5990000000E+00    0.8058952828E+00   -0.3156216474E+01    0.5863445819E-02    0.3333563974E+00
       141    0.2380000000E+00    0.2119470778E-01   -0.1893118712E+01    0.7802819627E-02    0.3575199957E+00
       142    0.9400000000E-01    0.2187512643E+00   -0.2066876568E+01    0.6474007908E-02    0.8664293010E+00
       143    0.1201000000E+01    0.9131757529E+00   -0.4666311111E+01    0.7523045533E-02   -0.2815307196E+00
       144    0.5790000000E+00    0.6182312560E+00   -0.3235294118E+01    0.5753812764E-02    0.9607776696E+00
       145    0.9300000000E+00    0.7832233418E+00   -0.4027280746E+01    0.5721576638E-02    0.9859998854E+00
       146    0.9730000000E+00    0.8693576403E+00   -0.3648279133E+01    0.5093662262E-02    0.9859998854E+00
       147    0.4940000000E+00    0.6095059766E+00   -0.2679136691E+01    0.6195390728E-02    0.3575199957E+00
       148    0.2790000000E+00    0.2685170149E+00   -0.1877737374E+01    0.5946667904E-02    0.9999798986E+00
       149   -0.3380000000E+00   -0.1985206352E+00   -0.1618807803E+01    0.7531073208E-02    0.9870175909E+00
       150    0.5970000000E+00    0.6478460445E+00   -0.2860360873E+01    0.5984992303E-02    0.5057389475E+00
       151   -0.1930000000E+00   -0.2693936867E+00   -0.2314169096E+01    0.8388459493E-02    0.9614734207E+00
       152    0.9790000000E+00    0.8981242911E+00   -0.3643950650E+01    0.5142593870E-02    0.8714258650E+00
       153   -0.1200000000E-01    0.1088849444E+00   -0.2153458498E+01    0.6837401131E-02    0.9531296243E+00
       154    0.2570000000E+00    0.8406093569E-01   -0.2145596591E+01    0.6868524355E-02    0.9934298750E+00
       155    0.9260000000E+00    0.8056914633E+00   -0.3582931826E+01    0.5294992715E-02    0.9776907150E+00
       156    0.1340000000E+00    0.1039752996E+00   -0.2196740044E+01    0.7540452924E-02    0.4919895756E+00
       157   -0.5360000000E+00   -0.3643195834E+00   -0.1383088235E+01    0.7971125395E-02    0.9882035292E+00
       158    0.3790000000E+00    0.3975133375E+00   -0.2101298701E+01    0.5714457148E-02    0.9435463986E+00
       159   -0.3260000000E+00    0.4593562039E-01   -0.2760812582E+01    0.7637622317E-02    0.8972071288E+00
       160    0.4020000000E+00    0.4574780861E+00   -0.2812305444E+01    0.6171461213E-02    0.8587212699E+00
       161    0.9100000000E+00    0.7564944693E+00   -0.4565394022E+01    0.6567312855E-02    0.7612778305E+00
       162    0.7480000000E+00    0.5402686397E+00   -0.3553618608E+01    0.6278673131E-02    0.9776907150E+00
       163   -0.1260000000E+00   -0.2063076947E+00   -0.2074529347E+01    0.8326075771E-02    0.7008661131E+00
       164    0.3490000000E+00    0.2116754955E+00   -0.1952986416E+01    0.7315938365E-02    0.2240066419E+00
       165    0.8790000000E+00    0.8656291098E+00   -0.4001326606E+01    0.5388320715E-02    0.9859998854E+00
       166    0.6700000000E+00    0.8878403579E+00   -0.3965908497E+01    0.5858928943E-02    0.5724047571E+00
       167    0.7010000000E+00    0.7441622481E+00   -0.3070202977E+01    0.5786313776E-02    0.5057389475E+00
       168    0.5580000000E+00    0.5950008527E+00   -0.3043242453E+01    0.5641338937E-02    0.9948377265E+00
       169    0.7200000000E+00    0.7135904039E+00   -0.3511934028E+01    0.5587998075E-02    0.9776907150E+00
       170    0.1810000000E+00    0.5999441125E-01   -0.2100555556E+01    0.6924041602E-02    0.9934298750E+00
       171   -0.1120000000E+00    0.5428586320E-01   -0.2484339623E+01    0.7440522694E-02    0.8587212699E+00
       172    0.3670000000E+00    0.3908003417E+00   -0.2047058824E+01    0.5696829003E-02    0.9435463986E+00
       173    0.1260000000E+00    0.2181763937E+00   -0.2780760626E+01    0.6900539760E-02    0.9677779620E+00
       174    0.8770000000E+00    0.7135904039E+00   -0.3511934028E+01    0.5587998075E-02    0.9776907150E+00
       175    0.2570000000E+00    0.6355775093E-01   -0.2127486486E+01    0.6931920774E-02    0.9934298750E+00
       176    0.5800000000E+00    0.5681552932E+00   -0.2837736367E+01    0.7070335250E-02   -0.6248552400E-01
       177    0.1161000000E+01    0.9879752707E+00   -0.4072226721E+01    0.5055742596E-02    0.9326171204E+00
       178    0.9390000000E+00    0.1086113585E+01   -0.3428627199E+01    0.5883548686E-02   -0.2815307196E+00
       179   -0.6350000000E+00   -0.5633269903E+00   -0.1411357587E+01    0.8777381040E-02    0.9677779620E+00
       180    0.2510000000E+00    0.1842360496E+00   -0.1950210526E+01    0.6325941344E-02    0.9986024050E+00
       181   -0.1890000000E+00   -0.2097051106E+00   -0.2059651036E+01    0.8327143490E-02    0.7008661131E+00
       182    0.2720000000E+00    0.2668345658E+00   -0.2930600838E+01    0.6800297037E-02    0.9923920243E+00
       183    0.1670000000E+00    0.9259383733E-01   -0.1869019157E+01    0.6609106635E-02    0.9986024050E+00
       184    0.3670000000E+00    0.1345380410E+00   -0.2665052356E+01    0.7353200701E-02    0.8065395098E+00
       185    0.4450000000E+00    0.6288031047E+00   -0.2779215686E+01    0.6201698075E-02    0.3575199957E+00
       186   -0.3550000000E+00   -0.2496479022E+00   -0.1823153989E+01    0.7878365598E-02    0.9934298750E+00
       187    0.6040000000E+00    0.6694033552E+00   -0.3420000000E+01    0.5850293334E-02    0.8587212699E+00
       188    0.1960000000E+00    0.1315211434E+00   -0.2110714286E+01    0.6731069540E-02    0.9435463986E+00
       189    0.9200000000E+00    0.6902111528E+00   -0.2235380117E+01    0.5367738389E-02    0.4773276450E+00
       190    0.7080000000E+00    0.7414929503E+00   -0.3041702486E+01    0.5773795663E-02    0.5057389475E+00
       191    0.9950000000E+00    0.1179165452E+01   -0.3753187369E+01    0.5990631037E-02   -0.4249923146E+00
       192    0.8010000000E+00    0.5818056992E+00   -0.3840462428E+01    0.7054325360E-02    0.4773276450E+00
       193    0.6040000000E+00    0.7051715079E+00   -0.3028695820E+01    0.5541044023E-02    0.7612778305E+00
       194    0.8450000000E+00    0.1046487398E+01   -0.4376464758E+01    0.5069805133E-02    0.9366490560E+00
       195    0.5710000000E+00    0.6037540009E+00   -0.4186455224E+01    0.6528925917E-02    0.9859998854E+00
       196    0.1067000000E+01    0.9192869614E+00   -0.3557375000E+01    0.4832010854E-02    0.9859998854E+00
       197    0.1168000000E+01    0.1286353637E+01   -0.4007902465E+01    0.4853707040E-02    0.2366378030E+00
       198    0.2700000000E+00    0.3494085082E+00   -0.2281691268E+01    0.6657435403E-02    0.5057389475E+00
       199    0.2800000000E+00    0.2533038641E+00   -0.1844839088E+01    0.6456179102E-02    0.6609301221E+00
       200    0.2650000000E+00    0.2181763937E+00   -0.2780760626E+01    0.6900539760E-02    0.9677779620E+00
