     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3
        58    0.8110000000E+00    0.9124105864E+00   -0.5365131592E+01   -0.3185260877E+00    0.1696908053E+02
        59    0.2522000000E+01    0.2607678095E+01   -0.2791188996E+01   -0.2469207124E+00    0.1707230615E+03
        60    0.2441000000E+01    0.2559105925E+01   -0.2896598281E+01   -0.2592874399E+00    0.1496009815E+03
        61    0.9530000000E+00    0.1137749756E+01   -0.4925904446E+01   -0.3916749135E+00    0.3094586556E+02
        62    0.1482000000E+01    0.1340482098E+01   -0.5085732110E+01   -0.1193304477E+00    0.1258597520E+02
        63    0.2635000000E+01    0.2772604047E+01   -0.2320001053E+01   -0.3237618833E+00    0.2235984602E+03
        64    0.3659000000E+01    0.3957744886E+01   -0.1047098330E+01   -0.1701593573E+00    0.1920188942E+03
        65    0.1198000000E+01    0.1438285863E+01   -0.4654467367E+01   -0.3395535821E+00    0.1092406920E+02
        66    0.1313000000E+01    0.1063270152E+01   -0.5111716725E+01   -0.2886414649E+00    0.5138062200E+02
        67    0.8460000000E+00    0.9502847069E+00   -0.5435771124E+01   -0.2491376684E+00    0.8065096382E+01
        68    0.1537000000E+01    0.1438417281E+01   -0.4997037814E+01   -0.8908133632E-01    0.1284815180E+02
        69    0.9030000000E+00    0.8032360490E+00   -0.4914455477E+01   -0.3823762580E+00    0.2011938903E+03
        70    0.1063000000E+01    0.1295062595E+01   -0.4846440928E+01   -0.3373141770E+00    0.1138247751E+02
        71    0.1063000000E+01    0.1137871613E+01   -0.5088408095E+01   -0.2987155295E+00    0.1877195335E+02
        72    0.8120000000E+00    0.1036811327E+01   -0.4888507610E+01   -0.5232437613E+00    0.2679149194E+02
        73    0.3733000000E+01    0.3770502096E+01   -0.1803127609E+01   -0.1230959972E+00    0.3134671705E+02
        74    0.1471000000E+01    0.1248914051E+01   -0.4923812032E+01   -0.1310227215E+00    0.1097091172E+03
        75    0.1082000000E+01    0.1158256466E+01   -0.5041586506E+01   -0.3279322674E+00    0.1119911419E+02
        76    0.3972000000E+01    0.3973133193E+01   -0.1485544107E+01   -0.1217260434E+00    0.4970180407E+02
        77    0.1418000000E+01    0.1559101145E+01   -0.3832207320E+01   -0.5671396006E+00    0.1365484226E+03
        78    0.1318000000E+01    0.1286151655E+01   -0.4888810821E+01   -0.1095483470E+00    0.1153095397E+03
        79    0.3793000000E+01    0.3569343404E+01   -0.2167858377E+01   -0.9993244179E-01    0.7535617214E+01
        80    0.6770000000E+00    0.8658971683E+00   -0.5400581401E+01   -0.3365389732E+00    0.1742899706E+02
        81    0.9610000000E+00    0.1020210342E+01   -0.5083580448E+01   -0.3990089020E+00    0.2664336413E+02
        82    0.3442000000E+01    0.3825507187E+01   -0.1719971325E+01   -0.1266610113E+00    0.3323140030E+02
        83    0.9490000000E+00    0.9280315383E+00   -0.5343194555E+01   -0.3203884113E+00    0.1646501200E+02
        84    0.1061000000E+01    0.9471322141E+00   -0.5077530761E+01   -0.4319299983E+00    0.4747375761E+02
        85    0.9630000000E+00    0.9918714201E+00   -0.5062763865E+01   -0.2174883105E+00    0.1395538594E+03
        86    0.4052000000E+01    0.3930521354E+01   -0.1105349071E+01   -0.1875591565E+00    0.1751947759E+03
        87    0.2584000000E+01    0.2564166807E+01   -0.2850528088E+01   -0.2804738198E+00    0.1532038363E+03
        88    0.2421000000E+01    0.2542544341E+01   -0.2014715359E+01   -0.9187938621E+00    0.1450445638E+03
        89    0.3658000000E+01    0.3486779449E+01   -0.2213191310E+01   -0.3851655272E-01    0.6191002988E+02
        90    0.7510000000E+00    0.1030088645E+01   -0.4879467862E+01   -0.5291842053E+00    0.3032036822E+02
        91    0.3594000000E+01    0.3362165194E+01   -0.2264198325E+01   -0.2123316869E+00    0.1571270722E+02
        92    0.1423000000E+01    0.1283703001E+01   -0.5033196788E+01   -0.1900580592E+00    0.2335464816E+02
        93    0.1443000000E+01    0.1214014332E+01   -0.3804987793E+01   -0.6454182012E+00    0.2734007928E+03
        94    0.1305000000E+01    0.1263257108E+01   -0.4909153473E+01   -0.1266848388E+00    0.1103074816E+03
        95    0.1031000000E+01    0.1118937492E+01   -0.4760657311E+01   -0.5359489355E+00    0.2721923452E+02
        96    0.1288000000E+01    0.1313644156E+01   -0.4987444647E+01   -0.1950146585E+00    0.2303449266E+02
        97    0.9820000000E+00    0.1124043489E+01   -0.5163241340E+01   -0.2229068853E+00    0.3653061224E+02
        98    0.1070000000E+01    0.1139419447E+01   -0.5158811253E+01   -0.2105152918E+00    0.3698042482E+02
        99    0.6880000000E+00    0.8338983821E+00   -0.5216171608E+01   -0.3542269384E+00    0.9095800908E+02
       100    0.1169000000E+01    0.1217525747E+01   -0.5062776765E+01   -0.1254596553E+00    0.7715570987E+02
       101    0.8290000000E+00    0.8789927043E+00   -0.5419904634E+01   -0.3070767941E+00    0.1896695796E+02
       102    0.9670000000E+00    0.9894305242E+00   -0.5068634118E+01   -0.2193543246E+00    0.1376555840E+03
       103    0.1447000000E+01    0.1295309712E+01   -0.4992438598E+01   -0.2094763392E+00    0.2276166449E+02
       104    0.1183000000E+01    0.1191885556E+01   -0.5075373313E+01   -0.1459362396E+00    0.7460681588E+02
       105    0.1260000000E+01    0.1025154585E+01   -0.4648417338E+01   -0.3683856508E+00    0.1978830896E+03
       106    0.9210000000E+00    0.1013167003E+01   -0.5213047584E+01   -0.3219217787E+00    0.2191762698E+02
       107    0.2953000000E+01    0.3030045041E+01   -0.2045333507E+01   -0.5557067714E+00    0.8208243001E+02
       108    0.3511000000E+01    0.3458727154E+01   -0.2084492119E+01   -0.2521628551E+00    0.1432341220E+02
       109    0.1529000000E+01    0.1603903405E+01   -0.3806574402E+01   -0.5328553632E+00    0.1415635567E+03
       110    0.1439000000E+01    0.1491233122E+01   -0.3855187460E+01   -0.5807375735E+00    0.1540728967E+03
       111    0.1229000000E+01    0.1022702577E+01   -0.3986914515E+01   -0.5713706997E+00    0.3369764821E+03
       112    0.3664000000E+01    0.3486779449E+01   -0.2213191310E+01   -0.3851655272E-01    0.6191002988E+02
       113    0.3624000000E+01    0.3724376844E+01   -0.1614070276E+01   -0.2251628609E+00    0.7076703798E+02
       114    0.3368000000E+01    0.3321569816E+01   -0.2107417692E+01   -0.3410639332E+00    0.2726747033E+02
       115    0.1228000000E+01    0.1160381441E+01   -0.4898938931E+01   -0.3916749135E+00    0.2982748364E+02
       116    0.1025000000E+01    0.9205880778E+00   -0.5362861831E+01   -0.3124275017E+00    0.1692860787E+02
       117    0.1472000000E+01    0.1421376378E+01   -0.4831889630E+01   -0.2394732480E+00    0.5141259516E+01
       118    0.1198000000E+01    0.1195847334E+01   -0.5076872969E+01   -0.1388487404E+00    0.7572970701E+02
       119    0.1067000000E+01    0.9004991758E+00   -0.5364585020E+01   -0.3305901790E+00    0.1682190724E+02
       120    0.1081000000E+01    0.1017905230E+01   -0.5084062316E+01   -0.4015118749E+00    0.2631630305E+02
       121    0.1198000000E+01    0.1306413626E+01   -0.4853511467E+01   -0.3221631728E+00    0.1098784775E+02
       122    0.1029000000E+01    0.1132303822E+01   -0.5186125043E+01   -0.1965511139E+00    0.3753852561E+02
       123    0.3474000000E+01    0.3533250482E+01   -0.1854317620E+01   -0.1656260698E+00    0.1057284455E+03
       124    0.4052000000E+01    0.3993581882E+01   -0.1450036759E+01   -0.1259464871E+00    0.5060973726E+02
       125    0.1010000000E+01    0.1203765230E+01   -0.5076159052E+01   -0.1339535609E+00    0.7464126039E+02
       126    0.9360000000E+00    0.7945868147E+00   -0.5394936383E+01   -0.3797990597E+00    0.3203799033E+02
       127    0.9530000000E+00    0.8353997412E+00   -0.4904841335E+01   -0.3458828568E+00    0.2076003493E+03
